"id";"mb_avg_rating";"mb_n_users"
"http://dbpedia.org/resource/Fearless_Love";"";""
"http://dbpedia.org/resource/Moodring";"";""
"http://dbpedia.org/resource/Some_Kind_of_Trouble";"";""
"http://dbpedia.org/resource/Live_at_Shea_Stadium";"";""
"http://dbpedia.org/resource/People_Are_Expensive";"";""
"http://dbpedia.org/resource/Break_the_Cycle";"100";"1"
"http://dbpedia.org/resource/Born_in_the_U.K.";"";""
"http://dbpedia.org/resource/Outside_Closer";"";""
"http://dbpedia.org/resource/Blood_in_My_Eye";"";""
"http://dbpedia.org/resource/Getting_Away_with_It..._Live";"";""
"http://dbpedia.org/resource/It_Had_to_Be_You:_The_Great_American_Songbook";"";""
"http://dbpedia.org/resource/Dignity_(album)";"40";"1"
"http://dbpedia.org/resource/Pattern+Grid_World";"";""
"http://dbpedia.org/resource/Riot_City_Blues";"";""
"http://dbpedia.org/resource/Dear_Science";"100";"1"
"http://dbpedia.org/resource/Body_Language_Live";"";""
"http://dbpedia.org/resource/Earth_vs._The_Pipettes";"";""
"http://dbpedia.org/resource/White_Lilies_Island";"100";"1"
"http://dbpedia.org/resource/A_Day_Without_Rain";"75";"4"
"http://dbpedia.org/resource/So_Long,_Astoria";"";""
"http://dbpedia.org/resource/Hissing_Fauna,_Are_You_the_Destroyer%3F";"93";"3"
"http://dbpedia.org/resource/In_the_Maybe_World";"";""
"http://dbpedia.org/resource/Girls_Can_Tell";"";""
"http://dbpedia.org/resource/Studio_150";"";""
"http://dbpedia.org/resource/Panic_Movement_(album)";"80";"1"
"http://dbpedia.org/resource/Unto_the_Locust";"100";"1"
"http://dbpedia.org/resource/Quicken_the_Heart";"";""
"http://dbpedia.org/resource/Everyday_I_Said_a_Prayer_for_Kathy_and_Made_a_One_Inch_Square";"";""
"http://dbpedia.org/resource/Love_Is_the_Answer_(album)";"";""
"http://dbpedia.org/resource/Your_Future_Our_Clutter";"";""
"http://dbpedia.org/resource/Based_on_a_T.R.U._Story";"";""
"http://dbpedia.org/resource/Metals_(album)";"70";"2"
"http://dbpedia.org/resource/Fear_of_a_Blank_Planet";"83";"7"
"http://dbpedia.org/resource/Going_Out_in_Style";"80";"2"
"http://dbpedia.org/resource/The_Mix-Up";"73";"3"
"http://dbpedia.org/resource/Biophilia_(album)";"70";"4"
"http://dbpedia.org/resource/From_a_Basement_on_the_Hill";"80";"1"
"http://dbpedia.org/resource/Build_a_Rocket_Boys!";"73";"3"
"http://dbpedia.org/resource/Monday_at_the_Hug_&_Pint";"";""
"http://dbpedia.org/resource/Bitchin'";"";""
"http://dbpedia.org/resource/It's_Blitz!";"80";"5"
"http://dbpedia.org/resource/Jarvis_(album)";"70";"2"
"http://dbpedia.org/resource/Escondida_(album)";"80";"1"
"http://dbpedia.org/resource/Nothing_but_the_Beat";"100";"1"
"http://dbpedia.org/resource/Emeritus_(album)";"60";"1"
"http://dbpedia.org/resource/Reintegration_Time";"";""
"http://dbpedia.org/resource/Sing_the_Sorrow";"80";"4"
"http://dbpedia.org/resource/Red_Dirt_Road";"";""
"http://dbpedia.org/resource/One_Day_as_a_Lion_(EP)";"";""
"http://dbpedia.org/resource/22-20s_(album)";"60";"1"
"http://dbpedia.org/resource/Supermodified_(album)";"100";"1"
"http://dbpedia.org/resource/New_History_Warfare_Vol._2:_Judges";"60";"1"
"http://dbpedia.org/resource/Bright_Yellow_Bright_Orange";"";""
"http://dbpedia.org/resource/Not_Without_a_Fight";"80";"1"
"http://dbpedia.org/resource/Tassili_(album)";"";""
"http://dbpedia.org/resource/Trinity_(Past,_Present_and_Future)";"";""
"http://dbpedia.org/resource/Smother_(album)";"";""
"http://dbpedia.org/resource/The_Grind_Date";"";""
"http://dbpedia.org/resource/Stories_from_the_City,_Stories_from_the_Sea";"82";"9"
"http://dbpedia.org/resource/Phrenology_(album)";"";""
"http://dbpedia.org/resource/Year_of_the_Dog..._Again";"";""
"http://dbpedia.org/resource/Strangeland_(album)";"100";"1"
"http://dbpedia.org/resource/The_Angels_of_Light_Sing_'Other_People'";"";""
"http://dbpedia.org/resource/Concrete_Rose";"40";"1"
"http://dbpedia.org/resource/Martha_Wainwright_(album)";"";""
"http://dbpedia.org/resource/Wolfgang_Amadeus_Phoenix";"75";"8"
"http://dbpedia.org/resource/Gimme_Fiction";"";""
"http://dbpedia.org/resource/Modern_Apprentice";"";""
"http://dbpedia.org/resource/American_Capitalist";"";""
"http://dbpedia.org/resource/Blue_Cathedral";"";""
"http://dbpedia.org/resource/Bittersweet_World";"";""
"http://dbpedia.org/resource/My_Bloody_Underground";"";""
"http://dbpedia.org/resource/Lost_and_Found_(Mudvayne_album)";"60";"1"
"http://dbpedia.org/resource/Trapped_Animal";"";""
"http://dbpedia.org/resource/Symphonicities";"80";"2"
"http://dbpedia.org/resource/ONoffON";"";""
"http://dbpedia.org/resource/Game_Theory_(album)";"90";"2"
"http://dbpedia.org/resource/The_Renaissance_(Q-Tip_album)";"";""
"http://dbpedia.org/resource/Exit_13";"";""
"http://dbpedia.org/resource/The_Body,_the_Blood,_the_Machine";"100";"1"
"http://dbpedia.org/resource/Day_I_Forgot";"";""
"http://dbpedia.org/resource/Recitation_(album)";"";""
"http://dbpedia.org/resource/The_Age_of_Adz";"80";"2"
"http://dbpedia.org/resource/Only_One_Flo_(Part_1)";"";""
"http://dbpedia.org/resource/Major/Minor_(album)";"80";"1"
"http://dbpedia.org/resource/This_Is_Happening";"93";"3"
"http://dbpedia.org/resource/Rule_3:36";"";""
"http://dbpedia.org/resource/Laugh_Now,_Cry_Later";"";""
"http://dbpedia.org/resource/My_Private_Nation";"60";"1"
"http://dbpedia.org/resource/The_Past_Presents_the_Future";"";""
"http://dbpedia.org/resource/Backspacer";"80";"1"
"http://dbpedia.org/resource/Jagged_Little_Pill_Acoustic";"100";"2"
"http://dbpedia.org/resource/The_Crane_Wife";"92";"5"
"http://dbpedia.org/resource/Diotima_(album)";"";""
"http://dbpedia.org/resource/Serena_Maneesh_(album)";"100";"1"
"http://dbpedia.org/resource/Fantasy_Black_Channel";"";""
"http://dbpedia.org/resource/Coming_Back_to_You";"";""
"http://dbpedia.org/resource/July_Flame";"";""
"http://dbpedia.org/resource/Elephant_(album)";"77";"7"
"http://dbpedia.org/resource/Favourite_Worst_Nightmare";"91";"7"
"http://dbpedia.org/resource/James_Blake_(album)";"88";"8"
"http://dbpedia.org/resource/This_Is_Our_Science";"";""
"http://dbpedia.org/resource/Welcome_to_the_Dollhouse_(album)";"";""
"http://dbpedia.org/resource/The_New_Danger";"80";"2"
"http://dbpedia.org/resource/Monkey_Business_(album)";"85";"4"
"http://dbpedia.org/resource/Street_Horrrsing";"";""
"http://dbpedia.org/resource/The_Coast_Is_Never_Clear";"";""
"http://dbpedia.org/resource/Blood_Money_(Tom_Waits_album)";"100";"1"
"http://dbpedia.org/resource/Tarot_Sport";"";""
"http://dbpedia.org/resource/The_Power_of_Negative_Thinking:_B-Sides_&_Rarities";"";""
"http://dbpedia.org/resource/Love_Songs_for_Patriots";"";""
"http://dbpedia.org/resource/Matthew_Morrison_(album)";"";""
"http://dbpedia.org/resource/World_Wide_Rebel_Songs";"";""
"http://dbpedia.org/resource/Arabia_Mountain_(album)";"";""
"http://dbpedia.org/resource/The_Magic_Position";"80";"1"
"http://dbpedia.org/resource/Do_You_Know_Squarepusher";"80";"1"
"http://dbpedia.org/resource/High_Violet";"88";"5"
"http://dbpedia.org/resource/Pop_Trash";"60";"1"
"http://dbpedia.org/resource/The_Lateness_of_the_Hour_(album)";"100";"2"
"http://dbpedia.org/resource/D-D-Don't_Don't_Stop_the_Beat";"80";"1"
"http://dbpedia.org/resource/Her_Space_Holiday_(album)";"";""
"http://dbpedia.org/resource/The_Rainbow_Children";"100";"1"
"http://dbpedia.org/resource/Made_in_China_(album)";"100";"1"
"http://dbpedia.org/resource/Violence_Begets_Violence";"";""
"http://dbpedia.org/resource/Monoliths_&_Dimensions";"";""
"http://dbpedia.org/resource/Cold_House";"";""
"http://dbpedia.org/resource/Mine_Is_Yours";"";""
"http://dbpedia.org/resource/The_Futureheads_(album)";"";""
"http://dbpedia.org/resource/Majesty_Shredding";"";""
"http://dbpedia.org/resource/Prog_(album)";"";""
"http://dbpedia.org/resource/Next_Big_Thing";"";""
"http://dbpedia.org/resource/Shock_Value_II";"70";"2"
"http://dbpedia.org/resource/We_Sing._We_Dance._We_Steal_Things.";"50";"2"
"http://dbpedia.org/resource/The_Suburbs_(album)";"87";"11"
"http://dbpedia.org/resource/Set_Yourself_on_Fire";"100";"2"
"http://dbpedia.org/resource/Chocolate_Starfish_and_the_Hot_Dog_Flavored_Water";"80";"6"
"http://dbpedia.org/resource/The_Black_Magic_Show";"60";"1"
"http://dbpedia.org/resource/Ferrari_Boyz";"70";"2"
"http://dbpedia.org/resource/Dilate_(Bardo_Pond_album)";"80";"1"
"http://dbpedia.org/resource/Ariels";"";""
"http://dbpedia.org/resource/Strength_in_Numbers_(Calla_album)";"";""
"http://dbpedia.org/resource/Something_for_the_Rest_of_Us";"";""
"http://dbpedia.org/resource/Curtis_(50_Cent_album)";"80";"1"
"http://dbpedia.org/resource/Universal_Mind_Control";"80";"3"
"http://dbpedia.org/resource/Science_&_Faith";"";""
"http://dbpedia.org/resource/Until_One";"100";"1"
"http://dbpedia.org/resource/Brett_Anderson_(album)";"80";"1"
"http://dbpedia.org/resource/Merry_Christmas_II_You";"100";"1"
"http://dbpedia.org/resource/The_Flying_Club_Cup";"80";"2"
"http://dbpedia.org/resource/Destiny_Fulfilled";"";""
"http://dbpedia.org/resource/From_Here_We_Go_Sublime";"100";"1"
"http://dbpedia.org/resource/One_Plus_One_Is_One";"";""
"http://dbpedia.org/resource/Twin_Cinema";"100";"2"
"http://dbpedia.org/resource/The_Milk_of_Human_Kindness";"100";"1"
"http://dbpedia.org/resource/Decoration_Day_(album)";"100";"1"
"http://dbpedia.org/resource/Teen_Dream";"87";"3"
"http://dbpedia.org/resource/Free_Somehow";"";""
"http://dbpedia.org/resource/Double_Figure";"100";"1"
"http://dbpedia.org/resource/This_Delicate_Thing_We've_Made";"";""
"http://dbpedia.org/resource/Since_I_Left_You";"100";"1"
"http://dbpedia.org/resource/Awfully_Deep";"";""
"http://dbpedia.org/resource/Y_Not";"";""
"http://dbpedia.org/resource/Simple_Plan_(album)";"100";"1"
"http://dbpedia.org/resource/45:33";"60";"1"
"http://dbpedia.org/resource/Bleed_Like_Me";"85";"4"
"http://dbpedia.org/resource/In_Case_You_Didn't_Know";"";""
"http://dbpedia.org/resource/The_Argument";"";""
"http://dbpedia.org/resource/Turn_on_the_Bright_Lights";"87";"6"
"http://dbpedia.org/resource/Ripe_(album)";"";""
"http://dbpedia.org/resource/Hopes_and_Fears";"80";"2"
"http://dbpedia.org/resource/Jennifer_Hudson_(album)";"";""
"http://dbpedia.org/resource/Madvillainy";"93";"3"
"http://dbpedia.org/resource/Andrew_Bird_&_the_Mysterious_Production_of_Eggs";"100";"1"
"http://dbpedia.org/resource/Uncle_Dysfunktional";"";""
"http://dbpedia.org/resource/Anywhere_I_Lay_My_Head";"60";"1"
"http://dbpedia.org/resource/Vampire_Weekend_(album)";"74";"7"
"http://dbpedia.org/resource/Release_Therapy";"60";"1"
"http://dbpedia.org/resource/Live_from_Dakota";"";""
"http://dbpedia.org/resource/Bowie_at_the_Beeb";"90";"2"
"http://dbpedia.org/resource/Cinder_(album)";"";""
"http://dbpedia.org/resource/Rubber_Factory";"90";"2"
"http://dbpedia.org/resource/No_Baggage";"100";"1"
"http://dbpedia.org/resource/New_Amerykah_Part_Two_(Return_of_the_Ankh)";"60";"1"
"http://dbpedia.org/resource/Electronic_Earth";"";""
"http://dbpedia.org/resource/Staind_(album)";"";""
"http://dbpedia.org/resource/Own_the_Night";"100";"1"
"http://dbpedia.org/resource/Mouthfuls";"";""
"http://dbpedia.org/resource/Grinderman_2";"80";"1"
"http://dbpedia.org/resource/Goddess_in_the_Doorway";"";""
"http://dbpedia.org/resource/Marissa_Nadler_(album)";"100";"1"
"http://dbpedia.org/resource/Outta_Sight/Outta_Mind";"";""
"http://dbpedia.org/resource/Radio_Retaliation";"60";"1"
"http://dbpedia.org/resource/Golden_Lies";"";""
"http://dbpedia.org/resource/Dangerous_Dreams";"";""
"http://dbpedia.org/resource/Rebelution_(Pitbull_album)";"";""
"http://dbpedia.org/resource/Shape_Shifter_(album)";"";""
"http://dbpedia.org/resource/Slow_Motion_Daydream";"60";"2"
"http://dbpedia.org/resource/Murray_Street_(album)";"";""
"http://dbpedia.org/resource/Ten_Thousand_Fists";"100";"1"
"http://dbpedia.org/resource/Make_a_Scene";"60";"1"
"http://dbpedia.org/resource/Denies_the_Day's_Demise";"";""
"http://dbpedia.org/resource/Special_Affections";"";""
"http://dbpedia.org/resource/American_Idiot";"79";"14"
"http://dbpedia.org/resource/Guitar_Heaven:_The_Greatest_Guitar_Classics_of_All_Time";"47";"3"
"http://dbpedia.org/resource/The_Less_You_Know,_the_Better";"";""
"http://dbpedia.org/resource/Laulu_Laakson_Kukista";"";""
"http://dbpedia.org/resource/Silent_Alarm";"95";"4"
"http://dbpedia.org/resource/Empros";"80";"1"
"http://dbpedia.org/resource/Think_Tank_(Blur_album)";"85";"4"
"http://dbpedia.org/resource/The_Outsider_(DJ_Shadow_album)";"47";"3"
"http://dbpedia.org/resource/Miss_Machine";"90";"2"
"http://dbpedia.org/resource/House_of_Balloons";"90";"2"
"http://dbpedia.org/resource/Everything_in_Between_(No_Age_album)";"";""
"http://dbpedia.org/resource/This_Right_Here_Is_Buck_65";"";""
"http://dbpedia.org/resource/Neon_Golden";"100";"3"
"http://dbpedia.org/resource/Dead_Media";"";""
"http://dbpedia.org/resource/7th_Symphony_(album)";"60";"1"
"http://dbpedia.org/resource/For_Emma,_Forever_Ago";"96";"11"
"http://dbpedia.org/resource/Haunted_Cities";"";""
"http://dbpedia.org/resource/Everything_Is_Borrowed";"";""
"http://dbpedia.org/resource/Yours_Truly,_Angry_Mob";"93";"3"
"http://dbpedia.org/resource/All_of_a_Sudden_I_Miss_Everyone";"80";"5"
"http://dbpedia.org/resource/Foundling_(album)";"";""
"http://dbpedia.org/resource/1st_Born_Second";"";""
"http://dbpedia.org/resource/Cedars_(album)";"";""
"http://dbpedia.org/resource/Aerial_(album)";"80";"3"
"http://dbpedia.org/resource/Twisted_Tenderness";"80";"2"
"http://dbpedia.org/resource/The_King_of_Limbs";"76";"10"
"http://dbpedia.org/resource/We_Love_Life";"60";"2"
"http://dbpedia.org/resource/Half_the_Perfect_World";"";""
"http://dbpedia.org/resource/Stay_Positive_(album)";"100";"1"
"http://dbpedia.org/resource/A_Grand_Don't_Come_for_Free";"80";"1"
"http://dbpedia.org/resource/I'm_Wide_Awake,_It's_Morning";"92";"5"
"http://dbpedia.org/resource/Sex_Dreams_and_Denim_Jeans";"";""
"http://dbpedia.org/resource/Halcyon_Digest";"100";"2"
"http://dbpedia.org/resource/When_It_All_Goes_South";"";""
"http://dbpedia.org/resource/Van_Lear_Rose";"";""
"http://dbpedia.org/resource/God_Hates_Us_All";"70";"4"
"http://dbpedia.org/resource/Back_to_Black";"80";"14"
"http://dbpedia.org/resource/Regard_the_End";"";""
"http://dbpedia.org/resource/Hey_Hey_My_My_Yo_Yo";"80";"1"
"http://dbpedia.org/resource/Oh_Land_(album)";"";""
"http://dbpedia.org/resource/Sixes_&_Sevens";"";""
"http://dbpedia.org/resource/The_Third_Hand";"80";"1"
"http://dbpedia.org/resource/The_Best_Little_Secrets_Are_Kept";"";""
"http://dbpedia.org/resource/Alegranza_(album)";"";""
"http://dbpedia.org/resource/The_Lemon_of_Pink";"100";"2"
"http://dbpedia.org/resource/A_New_Tide";"";""
"http://dbpedia.org/resource/Finding_Beauty_in_Negative_Spaces";"80";"1"
"http://dbpedia.org/resource/Savane_(album)";"80";"1"
"http://dbpedia.org/resource/Smoke_Ring_for_My_Halo";"";""
"http://dbpedia.org/resource/Blood_Mountain_(album)";"93";"3"
"http://dbpedia.org/resource/Mirrored";"90";"4"
"http://dbpedia.org/resource/Imidiwan";"";""
"http://dbpedia.org/resource/Dark_End_of_the_Street_(album)";"60";"1"
"http://dbpedia.org/resource/Invaders_Must_Die";"88";"10"
"http://dbpedia.org/resource/The_Ecstatic";"85";"4"
"http://dbpedia.org/resource/Thought_So";"";""
"http://dbpedia.org/resource/D12_World";"100";"2"
"http://dbpedia.org/resource/Universal_Pulse";"100";"1"
"http://dbpedia.org/resource/Icky_Thump";"87";"3"
"http://dbpedia.org/resource/T.I._vs._T.I.P.";"50";"2"
"http://dbpedia.org/resource/The_Ragpicker's_Dream";"60";"1"
"http://dbpedia.org/resource/Before_I_Self_Destruct";"70";"2"
"http://dbpedia.org/resource/Overexposed_(album)";"100";"1"
"http://dbpedia.org/resource/Mar_Dulce_(album)";"100";"1"
"http://dbpedia.org/resource/White_Blood_Cells_(album)";"87";"3"
"http://dbpedia.org/resource/Armchair_Apocrypha";"90";"2"
"http://dbpedia.org/resource/Somebody's_Miracle";"";""
"http://dbpedia.org/resource/Blur:_The_Best_Of";"60";"1"
"http://dbpedia.org/resource/15_Again";"";""
"http://dbpedia.org/resource/100_Days,_100_Nights";"";""
"http://dbpedia.org/resource/Blue_Boy_(album)";"";""
"http://dbpedia.org/resource/Fallen_Empires_(album)";"";""
"http://dbpedia.org/resource/Jasper_County_(album)";"";""
"http://dbpedia.org/resource/One_Beat";"100";"1"
"http://dbpedia.org/resource/Neon_Bible";"84";"11"
"http://dbpedia.org/resource/Avenged_Sevenfold_(album)";"75";"4"
"http://dbpedia.org/resource/Rejoicing_in_the_Hands";"90";"2"
"http://dbpedia.org/resource/Like_Red_on_a_Rose";"";""
"http://dbpedia.org/resource/Daniel_Powter_(album)";"40";"1"
"http://dbpedia.org/resource/Look_What_You_Made_Me";"";""
"http://dbpedia.org/resource/Night_Train_(EP)";"50";"2"
"http://dbpedia.org/resource/Client_(album)";"";""
"http://dbpedia.org/resource/Under_Rug_Swept";"90";"2"
"http://dbpedia.org/resource/Saturday_Nights_&_Sunday_Mornings";"60";"1"
"http://dbpedia.org/resource/Electric_Version";"80";"2"
"http://dbpedia.org/resource/All_Hands_on_the_Bad_One";"80";"2"
"http://dbpedia.org/resource/Awake_Is_the_New_Sleep";"";""
"http://dbpedia.org/resource/Out_of_the_Vein";"100";"1"
"http://dbpedia.org/resource/Love_vs._Money";"60";"1"
"http://dbpedia.org/resource/Leaves_Turn_Inside_You";"100";"1"
"http://dbpedia.org/resource/My_Favourite_Headache";"60";"1"
"http://dbpedia.org/resource/America's_Sweetheart_(album)";"";""
"http://dbpedia.org/resource/Liz_Phair_(album)";"";""
"http://dbpedia.org/resource/The_New_Game";"";""
"http://dbpedia.org/resource/The_Sophtware_Slump";"90";"2"
"http://dbpedia.org/resource/Everything_to_Everyone";"100";"1"
"http://dbpedia.org/resource/Sam_Sparro_(album)";"";""
"http://dbpedia.org/resource/Bootleg_Detroit";"100";"1"
"http://dbpedia.org/resource/Warmer_Corners";"";""
"http://dbpedia.org/resource/The_Convincer";"";""
"http://dbpedia.org/resource/Lucky_Old_Sun";"";""
"http://dbpedia.org/resource/In_Your_Dreams_(album)";"";""
"http://dbpedia.org/resource/Bright_Black_Heaven";"60";"1"
"http://dbpedia.org/resource/The_Town_and_the_City_(album)";"";""
"http://dbpedia.org/resource/Confield";"80";"4"
"http://dbpedia.org/resource/S.T.R.E.E.T._D.A.D.";"";""
"http://dbpedia.org/resource/Antics_(album)";"90";"4"
"http://dbpedia.org/resource/Wind_in_the_Wires";"";""
"http://dbpedia.org/resource/Minutes_to_Midnight_(album)";"74";"10"
"http://dbpedia.org/resource/Electra_Heart";"100";"1"
"http://dbpedia.org/resource/Kellie_Pickler_(album)";"";""
"http://dbpedia.org/resource/Chutes_Too_Narrow";"80";"2"
"http://dbpedia.org/resource/The_Strangest_Things";"";""
"http://dbpedia.org/resource/Kris_Allen_(album)";"";""
"http://dbpedia.org/resource/Silence_Is_Easy";"";""
"http://dbpedia.org/resource/Shut_Up_I_Am_Dreaming";"";""
"http://dbpedia.org/resource/Midlife:_A_Beginner's_Guide_to_Blur";"";""
"http://dbpedia.org/resource/Now_Here_Is_Nowhere";"";""
"http://dbpedia.org/resource/Silent_Cry";"60";"1"
"http://dbpedia.org/resource/Streets_of_Gold";"100";"1"
"http://dbpedia.org/resource/The_Bright_Mississippi";"";""
"http://dbpedia.org/resource/Party_Music";"";""
"http://dbpedia.org/resource/Love_on_the_Inside";"60";"1"
"http://dbpedia.org/resource/The_Boy_with_No_Name";"";""
"http://dbpedia.org/resource/David_Cook_(album)";"";""
"http://dbpedia.org/resource/Wounded_Rhymes";"20";"1"
"http://dbpedia.org/resource/Hypermagic_Mountain";"";""
"http://dbpedia.org/resource/The_Moon_&_Antarctica";"90";"9"
"http://dbpedia.org/resource/Other_People's_Songs";"40";"1"
"http://dbpedia.org/resource/Avalanche_United";"";""
"http://dbpedia.org/resource/Fabulous_Muscles";"100";"1"
"http://dbpedia.org/resource/Two_Dancers";"";""
"http://dbpedia.org/resource/Internal_Wrangler";"";""
"http://dbpedia.org/resource/Dumb_Luck_(album)";"";""
"http://dbpedia.org/resource/Amarantine_(album)";"85";"4"
"http://dbpedia.org/resource/The_Fine_Art_of_Self_Destruction";"";""
"http://dbpedia.org/resource/A_Lively_Mind";"";""
"http://dbpedia.org/resource/Winner_Stays_On";"";""
"http://dbpedia.org/resource/I_Am_the_West";"60";"1"
"http://dbpedia.org/resource/Mr._Brown_(album)";"";""
"http://dbpedia.org/resource/Greatest_Hits:_The_Evidence";"";""
"http://dbpedia.org/resource/Beaus$Eros";"";""
"http://dbpedia.org/resource/3_Words";"";""
"http://dbpedia.org/resource/Townes_(album)";"";""
"http://dbpedia.org/resource/Flaws";"";""
"http://dbpedia.org/resource/Good_Morning_Revival";"60";"1"
"http://dbpedia.org/resource/The_Declaration";"100";"1"
"http://dbpedia.org/resource/Parting_the_Sea_Between_Brightness_and_Me";"100";"1"
"http://dbpedia.org/resource/If_Not_Now,_When%3F_(album)";"100";"1"
"http://dbpedia.org/resource/Emotion_&_Commotion";"";""
"http://dbpedia.org/resource/Time*_Sex*_Love*";"";""
"http://dbpedia.org/resource/Raymond_v._Raymond";"";""
"http://dbpedia.org/resource/Life_in_Cartoon_Motion";"66";"7"
"http://dbpedia.org/resource/Como_Ama_una_Mujer";"";""
"http://dbpedia.org/resource/The_Block_(album)";"";""
"http://dbpedia.org/resource/LP1_(Joss_Stone_album)";"";""
"http://dbpedia.org/resource/All_the_Lost_Souls";"50";"2"
"http://dbpedia.org/resource/Since_We_Last_Spoke";"85";"4"
"http://dbpedia.org/resource/Powerballin'";"";""
"http://dbpedia.org/resource/The_High_End_of_Low";"50";"5"
"http://dbpedia.org/resource/Feast_of_Wire";"100";"2"
"http://dbpedia.org/resource/Song_Yet_to_Be_Sung";"";""
"http://dbpedia.org/resource/Beaucoup_Fish";"76";"5"
"http://dbpedia.org/resource/Rascalize";"100";"1"
"http://dbpedia.org/resource/Judgement_Days";"";""
"http://dbpedia.org/resource/Death_Is_This_Communion";"";""
"http://dbpedia.org/resource/Paper_Walls";"80";"1"
"http://dbpedia.org/resource/Come_to_Where_I'm_From";"";""
"http://dbpedia.org/resource/A_South_Bronx_Story";"";""
"http://dbpedia.org/resource/Bad_as_Me";"";""
"http://dbpedia.org/resource/Civilian_(Wye_Oak_album)";"100";"1"
"http://dbpedia.org/resource/The_Lost_Tapes";"80";"1"
"http://dbpedia.org/resource/Watershed_(Opeth_album)";"90";"6"
"http://dbpedia.org/resource/Drums_and_Guns";"100";"2"
"http://dbpedia.org/resource/Harps_and_Angels";"40";"1"
"http://dbpedia.org/resource/Humming_by_the_Flowered_Vine";"60";"1"
"http://dbpedia.org/resource/Trilla";"60";"1"
"http://dbpedia.org/resource/A_Dramatic_Turn_of_Events";"80";"3"
"http://dbpedia.org/resource/Three_Fact_Fader";"";""
"http://dbpedia.org/resource/Flashmob_(album)";"100";"1"
"http://dbpedia.org/resource/Fox_Confessor_Brings_the_Flood";"80";"1"
"http://dbpedia.org/resource/Faceless";"60";"1"
